Path (w/ version number), Path,  Groups,  Type,  Total Count,  Total Rate (Hz),  Pure Count,  Pure Rate (Hz)
HLT_HIEle15Ele10GsfMass50_v7, HLT_HIEle15Ele10GsfMass50_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIDoubleEle10Gsf_v7, HLT_HIDoubleEle10Gsf_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIDoubleEle10GsfMass50_v7, HLT_HIDoubleEle10GsfMass50_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIDoubleEle15Gsf_v7, HLT_HIDoubleEle15Gsf_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIDoubleEle15GsfMass50_v7, HLT_HIDoubleEle15GsfMass50_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_ZeroBias_MinPixelCluster400_MaxPixelCluster10000_v5, HLT_HIUPC_ZeroBias_MinPixelCluster400_MaxPixelCluster10000_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_ZeroBias_SinglePixelTrackLowPt_MaxPixelCluster400_v5, HLT_HIUPC_ZeroBias_SinglePixelTrackLowPt_MaxPixelCluster400_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_MBHF1AND_PixelTrackMultiplicity20400_v5, HLT_HIUPC_MBHF1AND_PixelTrackMultiplicity20400_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_MBHF1AND_PixelTrackMultiplicity30400_v5, HLT_HIUPC_MBHF1AND_PixelTrackMultiplicity30400_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_MBHF2AND_PixelTrackMultiplicity20400_v5, HLT_HIUPC_MBHF2AND_PixelTrackMultiplicity20400_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_MBHF2AND_PixelTrackMultiplicity30400_v5, HLT_HIUPC_MBHF2AND_PixelTrackMultiplicity30400_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_MBHF2AND_PixelTrackMultiplicity40400_v5, HLT_HIUPC_MBHF2AND_PixelTrackMultiplicity40400_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_NotMBHF2_v1, HLT_HIUPC_NotMBHF2_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_SingleMuCosmic_BptxAND_MaxPixelTrack_v5, HLT_HIUPC_SingleMuCosmic_BptxAND_MaxPixelTrack_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_SingleMuOpen_OR_SingleMuCosmic_EMTF_BptxAND_MaxPixelTrack_v5, HLT_HIUPC_SingleMuOpen_OR_SingleMuCosmic_EMTF_BptxAND_MaxPixelTrack_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_DoubleMuCosmic_BptxAND_MaxPixelTrack_v5, HLT_HIUPC_DoubleMuCosmic_BptxAND_MaxPixelTrack_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_SingleEG3_BptxAND_SinglePixelTrack_MaxPixelTrack_v7, HLT_HIUPC_SingleEG3_BptxAND_SinglePixelTrack_MaxPixelTrack_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_SingleEG3_NotMBHF2AND_v7, HLT_HIUPC_SingleEG3_NotMBHF2AND_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_SingleEG3_NotMBHF2AND_SinglePixelTrack_MaxPixelTrack_v7, HLT_HIUPC_SingleEG3_NotMBHF2AND_SinglePixelTrack_MaxPixelTrack_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_SingleEG3_NotMBHF2OR_v7, HLT_HIUPC_SingleEG3_NotMBHF2OR_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_SingleEG3_NotMBHF2OR_SinglePixelTrack_MaxPixelTrack_v7, HLT_HIUPC_SingleEG3_NotMBHF2OR_SinglePixelTrack_MaxPixelTrack_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_SingleEG5_BptxAND_SinglePixelTrack_MaxPixelTrack_v7, HLT_HIUPC_SingleEG5_BptxAND_SinglePixelTrack_MaxPixelTrack_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_DoubleEG2_BptxAND_SinglePixelTrack_MaxPixelTrack_v7, HLT_HIUPC_DoubleEG2_BptxAND_SinglePixelTrack_MaxPixelTrack_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_DoubleEG2_NotMBHF2AND_v7, HLT_HIUPC_DoubleEG2_NotMBHF2AND_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_DoubleEG5_BptxAND_SinglePixelTrack_MaxPixelTrack_v7, HLT_HIUPC_DoubleEG5_BptxAND_SinglePixelTrack_MaxPixelTrack_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIUPC_DoubleEG5_NotMBHF2AND_v7, HLT_HIUPC_DoubleEG5_NotMBHF2AND_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIL1SingleMu0_Cosmic_v1, HLT_HIL1SingleMu0_Cosmic_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIL2SingleMu5_Open_v1, HLT_HIL2SingleMu5_Open_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIL2SingleMu7_Open_v1, HLT_HIL2SingleMu7_Open_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIL3SingleMu5_Open_v1, HLT_HIL3SingleMu5_Open_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIL3SingleMu7_Open_v1, HLT_HIL3SingleMu7_Open_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIL3SingleMu12_Open_v1, HLT_HIL3SingleMu12_Open_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIL3SingleMu5_SinglePuAK4CaloJet80_v1, HLT_HIL3SingleMu5_SinglePuAK4CaloJet80_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIL1SingleMu5_SingleEG20Gsf_v1, HLT_HIL1SingleMu5_SingleEG20Gsf_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIL1SingleMu5_SingleGEDPhoton20_v1, HLT_HIL1SingleMu5_SingleGEDPhoton20_v,  ,  , 0, 0.0, 0, 0.0
HLT_HIDmesonPPOnAATrackingGlobalBypass_v1, HLT_HIDmesonPPOnAATrackingGlobalBypass_v,  ,  , 0, 0.0, 0, 0.0
HLT_HICscCluster_Loose_v1, HLT_HICscCluster_Loose_v,  ,  , 0, 0.0, 0, 0.0
HLT_HICscCluster_Medium_v1, HLT_HICscCluster_Medium_v,  ,  , 0, 0.0, 0, 0.0
HLT_HICscCluster_Tight_v1, HLT_HICscCluster_Tight_v,  ,  , 0, 0.0, 0, 0.0
Dataset_EcalLaser, Dataset_EcalLaser,  ,  , 0, 0.0, 0, 0.0
Dataset_HIDQMGPUvsCPU, Dataset_HIDQMGPUvsCPU,  ,  , 0, 0.0, 0, 0.0
Dataset_HIEmptyBX, Dataset_HIEmptyBX,  ,  , 0, 0.0, 0, 0.0
Dataset_HIEphemeralHLTPhysics, Dataset_HIEphemeralHLTPhysics,  ,  , 0, 0.0, 0, 0.0
Dataset_HIEphemeralZeroBias0, Dataset_HIEphemeralZeroBias,  ,  , 0, 0.0, 0, 0.0
Dataset_HIEphemeralZeroBias1, Dataset_HIEphemeralZeroBias,  ,  , 0, 0.0, 0, 0.0
Dataset_TestEnablesEcalHcal, Dataset_TestEnablesEcalHcal,  ,  , 0, 0.0, 0, 0.0
Dataset_TestEnablesEcalHcalDQM, Dataset_TestEnablesEcalHcalDQM,  ,  , 0, 0.0, 0, 0.0
